eligibility_rule_id,cycle_id,external_applicants_status,citizenship_rule_text,citizenship_us_citizen,citizenship_permanent_resident,citizenship_international,eligible_years_text,first_year_eligible,sophomore_eligible,junior_eligible,senior_eligible,graduating_senior_eligible,min_gpa,enrolled_required,graduation_rule_text,institution_type_rule_text,two_year_institution_eligible,four_year_institution_eligible,degree_seeking_required,prior_research_status,raw_eligibility_text,other_rule_text,parse_status
640,640,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
641,641,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
642,642,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
643,643,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
644,644,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
645,645,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
646,646,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
647,647,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
648,648,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
649,649,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
650,650,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
651,651,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
652,652,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
653,653,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
654,654,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
655,655,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
656,656,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
657,657,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
658,658,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
659,659,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
660,660,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
661,661,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
662,662,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
663,663,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
664,664,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
665,665,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
666,666,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
667,667,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
668,668,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
669,669,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
670,670,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
671,671,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
672,672,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
673,673,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
674,674,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
675,675,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
676,676,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
677,677,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
678,678,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
679,679,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
680,680,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
681,681,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
682,682,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
683,683,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
684,684,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
685,685,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
686,686,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
687,687,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
688,688,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
689,689,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
690,690,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
691,691,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
692,692,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
693,693,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
694,694,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
695,695,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
696,696,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
697,697,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
698,698,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
699,699,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
700,700,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
701,701,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
702,702,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
703,703,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
704,704,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
705,705,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
706,706,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
707,707,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
708,708,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
709,709,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
710,710,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
711,711,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
712,712,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
713,713,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
714,714,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
715,715,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
716,716,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
717,717,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
718,718,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
719,719,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
720,720,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
721,721,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
722,722,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
723,723,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
724,724,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
725,725,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
726,726,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
727,727,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
728,728,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
729,729,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
730,730,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
731,731,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
732,732,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
733,733,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
734,734,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
735,735,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
736,736,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
737,737,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
738,738,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
739,739,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
740,740,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
741,741,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
742,742,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
743,743,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
744,744,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
745,745,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
746,746,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
747,747,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
748,748,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
749,749,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
750,750,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
751,751,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
752,752,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
753,753,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
754,754,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
755,755,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
756,756,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
757,757,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
758,758,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
759,759,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
760,760,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
761,761,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
762,762,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
763,763,unknown,N/A,,,,N/A,,,,,,,,,,,,,unknown,N/A,Eligibility details not found during automated pass.,reviewed
